"","V1","V2","V3","V4","V5","V6","V7"
"12768",1,2,371,376,0,2006,2204
"12769",1,1,298,314,0,2009,0
"12770",1,1,355,0,0,2006,2248
"12771",1,1,342,377,0,2006,3373
"12772",1,1,344,386,324,2008,2191
"12773",1,1,298,0,274,2009,52131
"12774",1,1,382,0,324,2007,1380
"12775",1,0,334,0,0,0,0
"12776",1,1,311,0,0,2006,2917
"12777",1,0,0,0,0,0,0
"12778",1,0,0,0,0,0,1763
"12779",1,1,314,374,0,2006,2696
"12780",1,1,298,0,0,2007,1774
"12781",1,2,333,0,135,2008,3029
"12782",1,1,0,0,0,2007,1617
"12783",1,1,316,335,0,2008,51010
"12784",1,2,0,0,0,2006,50225
"12785",1,2,327,0,176,2007,1518
"12786",1,0,0,0,134,2008,2303
"12787",1,1,313,0,0,2006,2327
"12788",1,1,298,371,0,2005,0
"12789",2,2,374,0,0,2005,1738
"12790",1,2,382,296,351,2007,2734
"12791",1,2,314,298,0,2007,2868
"12792",1,1,348,389,0,2005,0
"12793",1,2,319,298,238,2007,2054
"12794",2,2,355,0,0,2003,2702
"12795",1,1,351,297,0,2007,6399
"12796",1,2,0,0,273,2009,1284
"12797",1,2,319,0,0,2007,51125
"12798",1,1,355,0,0,2007,2268
"12799",1,2,319,0,260,2009,2761
"12800",1,2,350,0,358,2008,51430
"12801",2,2,355,301,0,2005,0
"12802",1,1,314,0,0,2008,1592
"12803",1,2,0,0,259,2009,2696
"12804",1,1,298,0,345,2005,50877
"12805",1,1,340,371,261,2009,2346
"12806",1,1,355,344,0,2005,1490
"12807",1,2,0,0,129,2008,50318
"12808",1,2,327,384,0,2006,0
"12809",2,2,298,0,0,2004,0
"12810",1,2,330,377,323,2005,1734
"12811",2,2,375,0,0,2001,0
"12812",1,2,329,0,295,2008,2376
"12813",1,1,0,0,0,2008,2696
"12814",2,1,0,0,0,2002,2190
"12815",2,2,352,308,0,2005,2839
"12816",1,1,290,374,0,2006,50098
"12817",1,2,319,0,0,2007,2753
"12818",2,1,368,0,0,2004,3042
"12819",1,1,355,368,0,0,1795
"12820",1,1,340,377,0,2008,2900
"12821",1,1,306,298,0,2006,2830
"12822",2,1,367,340,0,2004,2561
"12823",1,1,290,386,0,2006,1641
"12824",1,2,308,0,0,0,2674
"12825",1,2,340,0,0,2004,50877
"12826",1,0,368,374,224,2006,2705
"12827",1,0,0,0,0,0,25869
"12828",1,2,298,314,0,2006,1914
"12829",1,1,0,0,265,2009,1606
"12830",1,2,298,329,259,2009,2305
"12831",1,1,340,290,214,2005,0
"12832",1,1,315,0,264,2009,1733
"12833",2,1,291,293,0,2005,2143
"12834",2,0,0,0,0,0,2416
"12835",1,2,292,321,0,2007,1272
"12836",1,0,382,311,0,2008,2763
"12837",1,1,298,367,132,2008,2800
"12838",1,1,382,0,269,2008,1778
"12839",2,1,314,0,0,2004,50058
"12840",1,1,0,0,0,2007,2714
"12841",1,0,355,0,323,2008,1277
"12842",1,1,341,381,0,2007,0
"12843",1,2,340,0,304,2008,0
"12844",2,1,314,298,0,2005,2426
"12845",1,1,309,322,0,2007,2066
"12846",1,1,0,0,0,0,1596
"12847",1,1,0,0,267,2009,2849
"12848",1,1,0,0,0,2006,2667
"12849",1,2,327,0,0,2005,1595
"12850",1,1,0,0,0,0,2674
"12851",1,2,292,317,140,2008,1654
"12852",2,1,341,0,316,2005,2794
"12853",2,2,314,390,176,2004,539
"12854",1,1,290,299,0,2006,2207
"12855",1,1,292,0,0,0,51836
"12856",1,1,0,0,233,0,1981
"12857",1,1,0,0,0,0,0
"12858",1,1,298,368,196,2007,2677
"12859",2,1,290,390,0,2005,2670
"12860",2,1,0,0,0,2005,2190
"12861",1,2,319,0,0,2008,0
"12862",1,1,0,0,0,2008,1450
"12863",1,0,0,0,0,0,0
"12864",2,1,314,0,0,2005,2854
"12865",2,1,352,0,0,2004,1985
"12866",2,1,306,0,0,2005,2866
"12867",1,0,374,291,338,2006,0
"12868",1,2,368,0,147,2006,1828
"12869",1,1,368,291,0,0,1790
"12870",5,2,301,365,0,0,6122
"12871",2,1,329,332,0,2005,1783
"12872",1,2,327,0,259,2009,1348
"12873",1,2,340,363,272,2009,1942
"12874",2,0,0,0,0,0,0
"12875",2,2,355,0,0,2005,2960
"12876",1,2,308,352,351,2006,2193
"12877",1,0,355,341,0,2007,1741
"12878",1,2,366,0,0,2007,0
"12879",2,2,327,0,0,2004,3020
"12880",1,0,0,0,0,0,0
"12881",1,0,366,379,320,2008,50652
"12882",1,1,327,0,219,2006,3118
"12883",1,1,319,0,0,2006,1914
"12884",1,1,332,0,211,2006,1964
"12885",1,1,0,0,273,2009,1941
"12886",1,1,368,298,256,2007,1320
"12887",1,0,0,0,0,0,0
"12888",1,1,355,298,0,2007,2561
"12889",1,2,298,393,0,2007,2482
"12890",1,1,292,0,263,2009,1426
"12891",1,0,0,0,0,0,0
"12892",1,0,0,0,0,0,0
"12893",2,2,298,0,302,2003,4423
"12894",1,1,382,390,0,2008,1738
"12895",1,2,308,0,265,2009,1267
"12896",2,1,293,0,0,2005,0
"12897",1,2,367,340,0,0,1655
"12898",1,1,314,308,0,2008,1320
"12899",1,1,292,383,319,2008,1617
"12900",1,2,327,351,256,2009,2597
"12901",2,1,371,0,0,2004,0
"12902",1,2,314,0,138,2005,0
"12903",1,1,367,303,273,2009,1320
"12904",1,2,362,306,0,2008,2748
"12905",1,0,314,378,0,0,1382
"12906",2,2,323,0,0,2005,1808
"12907",1,1,344,329,324,2008,1498
"12908",1,1,292,0,0,2007,3036
"12909",5,0,355,0,0,0,26488
"12910",1,1,350,0,0,2007,1608
"12911",2,2,352,299,0,2005,2869
"12912",1,1,367,379,0,2007,1849
"12913",1,0,0,0,0,0,0
"12914",1,2,313,0,0,2006,51365
"12915",1,2,319,314,0,0,20577
"12916",1,1,368,298,323,2008,2327
"12917",2,1,368,367,0,2005,2152
"12918",1,0,355,382,0,2006,1734
"12919",1,0,0,0,0,0,0
"12920",1,1,314,0,0,0,2702
"12921",2,1,355,0,0,2004,0
"12922",2,0,0,0,0,0,0
"12923",1,2,355,291,0,2007,1666
"12924",1,2,314,355,0,2006,1936
"12925",1,1,387,0,0,2006,2868
"12926",5,1,0,0,0,0,0
"12927",1,1,298,0,0,2006,2514
"12928",2,1,362,0,0,2005,2495
"12929",5,2,0,0,0,2007,0
"12930",1,0,0,0,0,0,0
"12931",1,2,355,0,269,2009,2728
"12932",1,0,0,0,0,0,0
"12933",1,1,298,314,141,2008,50098
"12934",1,1,368,0,0,2008,2426
"12935",1,0,314,301,0,2008,0
"12936",1,1,349,386,0,2008,3052
"12937",2,1,367,298,0,2004,1800
"12938",1,1,368,0,0,2005,1764
"12939",1,2,319,0,0,2006,0
"12940",2,2,337,383,0,2005,5282
"12941",1,0,365,329,0,2010,1606
"12942",1,2,319,0,0,0,2754
"12943",1,1,355,316,0,2007,1608
"12944",2,1,319,0,131,2004,2805
"12945",1,1,340,293,0,2008,50521
"12946",2,2,366,0,0,2005,1267
"12947",2,2,298,0,0,2005,2374
"12948",1,1,290,0,0,0,632
"12949",1,2,327,0,0,2007,2268
"12950",1,2,388,372,186,2008,1420
"12951",2,1,350,0,0,2005,2599
"12952",2,2,367,0,279,2005,1604
"12953",1,2,298,0,232,2008,1725
"12954",2,1,367,391,0,2005,1543
"12955",1,1,355,0,0,2007,1320
"12956",1,1,298,0,196,2008,1514
"12957",1,1,355,0,128,0,0
"12958",2,1,340,0,0,2005,3601
"12959",1,1,341,382,0,0,2654
"12960",2,1,360,0,0,2005,50344
"12961",1,2,340,0,0,2005,2870
"12962",1,1,329,340,0,0,50844
"12963",1,2,300,326,0,2007,2031
"12964",1,1,355,0,256,2008,1734
"12965",1,1,335,369,0,2007,1381
"12966",1,2,341,0,258,2008,2322
"12967",2,1,341,379,0,2004,11465
"12968",1,1,367,363,137,2007,2376
"12969",1,2,329,0,0,2006,51125
"12970",1,2,319,308,0,2005,0
"12971",2,2,0,0,0,0,0
"12972",1,1,340,293,312,2008,1738
"12973",1,2,382,0,0,2007,1384
"12974",5,2,332,379,0,2004,1384
"12975",1,2,327,0,0,2007,1518
"12976",2,2,340,372,0,2005,1883
"12977",1,1,300,0,268,2009,2805
"12978",4,0,0,0,0,0,2257
"12979",1,2,355,0,272,2009,52730
"12980",1,2,319,0,0,0,2749
"12981",1,1,301,0,237,2007,13221
"12982",2,1,314,367,0,2005,2605
"12983",1,2,341,0,0,2007,1315
"12984",2,1,329,355,0,2005,1487
"12985",1,1,341,289,341,2006,2626
"12986",1,2,298,371,0,0,0
"12987",1,0,365,352,0,0,2203
"12988",1,1,355,0,256,2009,1638
"12989",1,1,374,377,0,2006,2495
"12990",1,0,0,0,0,0,0
"12991",1,1,294,292,0,2005,0
"12992",1,1,314,0,189,2006,2325
"12993",2,1,355,298,0,2004,2696
"12994",1,1,314,351,0,2008,1795
"12995",1,2,317,0,184,2008,50283
"12996",1,1,329,0,0,2006,50239
"12997",2,0,329,0,0,0,0
"12998",1,0,0,0,0,0,0
"12999",1,1,372,340,0,2007,2608
"13000",1,2,329,0,0,2007,2805
"13001",1,1,329,0,0,2008,1594
"13002",1,2,328,0,260,2008,3842
"13003",1,1,0,0,270,2009,1638
"13004",2,1,355,357,0,2004,3535
"13005",2,2,298,0,0,2004,1934
"13006",1,1,384,0,0,2006,50115
"13007",1,1,0,386,270,2009,1657
"13008",1,2,298,350,0,2007,0
"13009",1,2,327,0,261,2009,1617
"13010",1,1,329,386,0,2008,3032
"13011",2,2,292,0,0,2005,1372
"13012",1,2,298,314,0,2005,3118
"13013",1,1,0,0,267,2009,1996
"13014",1,1,298,0,0,2006,1617
"13015",2,2,332,358,0,2005,1849
"13016",1,2,0,357,269,2009,1595
"13017",1,2,316,0,275,2006,1708
"13018",1,2,315,0,273,2009,1764
"13019",1,2,319,0,257,2009,1885
"13020",1,2,355,387,135,2008,1617
"13021",1,1,382,0,0,2008,2146
"13022",1,1,382,357,0,2008,2196
"13023",2,2,340,313,165,0,1963
"13024",1,2,315,357,323,2008,2498
"13025",1,2,340,367,0,2008,1580
"13026",1,2,298,0,356,2006,1594
"13027",1,1,316,0,0,2007,2802
"13028",1,1,300,0,0,2005,1560
"13029",1,1,294,350,256,2008,2866
"13030",5,1,385,0,0,0,0
"13031",2,1,0,0,0,2004,2166
"13032",1,1,0,0,0,2009,50556
"13033",1,2,316,0,0,2007,50747
"13034",1,2,350,332,0,2006,2294
"13035",1,1,355,329,0,2006,2227
"13036",1,2,329,0,0,2006,2644
"13037",1,1,366,0,0,2006,2190
"13038",1,1,292,383,0,2007,1996
"13039",2,1,333,0,0,0,1676
"13040",1,1,0,0,134,2008,1985
"13041",1,0,0,0,0,0,0
"13042",1,2,341,332,0,2006,2326
"13043",1,2,327,310,0,2006,1473
"13044",2,1,340,381,0,2004,1654
"13045",1,2,374,310,0,2006,0
"13046",1,2,348,383,0,2005,1606
"13047",1,1,314,0,0,2008,2048
"13048",1,1,0,0,256,2009,0
"13049",1,2,355,0,324,2006,52555
"13050",1,1,294,293,0,2006,8851
"13051",1,1,375,0,0,2006,1654
"13052",1,2,367,376,270,2009,1808
"13053",2,1,291,348,0,2005,0
"13054",1,2,367,0,0,2007,1607
"13055",1,1,355,390,0,2007,1427
"13056",1,1,350,367,0,2006,3118
"13057",1,1,0,0,130,2008,1606
"13058",1,1,388,358,0,0,0
"13059",1,2,0,0,0,2005,2674
"13060",1,2,351,352,0,2004,0
"13061",2,1,375,0,0,2004,2642
"13062",1,2,289,0,0,2010,0
"13063",1,1,355,382,256,2008,2198
"13064",1,1,353,0,0,0,2811
"13065",1,1,355,0,0,2007,2788
"13066",1,2,387,355,323,2007,2135
"13067",1,0,367,389,0,2006,2895
"13068",1,1,306,0,274,2008,51926
"13069",1,1,375,335,0,2007,57573
"13070",2,0,0,0,0,0,0
"13071",1,2,324,0,0,2007,2823
"13072",2,1,329,0,0,2004,1913
"13073",1,2,298,0,262,2009,1595
"13074",2,2,298,314,0,2005,1731
"13075",1,1,292,366,323,2007,50055
"13076",1,0,0,0,0,0,0
"13077",1,1,353,0,354,2009,1465
"13078",1,2,367,0,323,2008,50747
"13079",2,1,375,338,0,2005,1604
"13080",1,0,0,0,0,0,0
"13081",1,2,314,363,0,2006,0
"13082",1,2,371,0,0,2006,0
"13083",1,1,298,0,0,2008,1912
"13084",1,2,309,0,0,2008,1803
"13085",1,0,0,0,0,0,0
"13086",1,1,355,357,256,2008,1608
"13087",4,2,374,0,0,0,1982
"13088",1,1,0,0,0,2008,0
"13089",1,1,329,0,271,2006,1638
"13090",1,1,355,0,261,2008,1912
"13091",2,1,356,295,0,2005,2561
"13092",1,2,355,363,267,2008,2193
"13093",1,1,348,388,0,2006,56287
"13094",1,1,298,0,261,2009,1596
"13095",2,1,377,341,0,2005,2388
"13096",1,1,374,310,0,2005,0
"13097",1,0,0,0,0,0,0
"13098",1,2,0,0,0,2008,50652
"13099",1,1,314,335,341,2006,2467
"13100",1,0,350,0,216,2007,50864
"13101",2,1,0,0,0,0,1387
"13102",1,1,368,291,0,2006,1440
"13103",1,1,348,375,0,2006,1606
"13104",1,1,381,298,341,2007,2957
"13105",1,2,373,367,210,2007,1855
"13106",1,1,0,0,266,2009,3052
"13107",1,1,368,386,0,2008,2078
"13108",2,2,367,0,183,2004,1617
"13109",1,2,327,0,267,2008,3058
"13110",5,2,341,0,0,2007,2599
"13111",1,1,317,0,0,2006,2803
"13112",1,2,298,0,0,2007,19153
"13113",1,1,374,368,0,2007,2839
"13114",2,2,314,0,259,2005,1611
"13115",1,1,341,0,0,2007,0
"13116",1,0,0,0,0,0,0
"13117",1,2,319,351,0,2007,1734
"13118",1,2,327,0,0,2007,0
"13119",1,1,314,378,0,2007,2442
"13120",2,0,0,0,0,0,0
"13121",1,2,323,0,259,2009,25825
"13122",1,2,351,366,286,2008,2714
"13123",1,1,382,368,0,2009,2917
"13124",1,1,382,390,0,2008,50363
"13125",1,1,298,316,0,2009,2749
"13126",1,1,351,333,329,2007,0
"13127",2,0,314,0,0,0,0
"13128",2,0,0,0,0,0,0
"13129",1,1,290,0,0,2005,2929
"13130",1,2,355,0,178,0,2523
"13131",1,2,316,0,257,2009,2381
"13132",1,1,353,0,264,0,1914
"13133",2,2,330,0,0,2005,2355
"13134",1,1,291,350,232,2008,2767
"13135",1,2,341,359,353,2008,1419
"13136",2,0,366,0,0,0,1456
"13137",1,2,331,390,0,2009,2374
"13138",1,2,371,352,0,2005,50165
"13139",3,2,381,0,323,0,0
"13140",1,1,314,386,0,2007,2702
"13141",1,1,314,362,273,2009,50168
"13142",1,1,300,0,0,2007,0
"13143",1,1,296,311,314,2006,0
"13144",1,1,366,377,310,2007,2749
"13145",1,1,341,390,0,0,2573
"13146",1,1,367,0,0,2009,1923
"13147",1,2,321,365,306,2007,50767
"13148",1,2,355,368,0,2006,2191
"13149",1,1,375,0,0,2006,50152
"13150",1,1,298,377,0,2006,2353
"13151",1,1,350,354,267,2008,2079
"13152",2,2,355,0,285,2005,2696
"13153",1,2,0,0,261,2009,60215
"13154",1,1,329,0,0,2006,0
"13155",1,2,331,0,0,2005,15804
"13156",1,0,0,0,144,0,2868
"13157",1,1,366,329,0,2008,2763
"13158",1,1,382,0,0,2007,1835
"13159",1,2,327,0,341,2008,2089
"13160",1,2,355,363,352,2008,2747
"13161",2,2,0,0,0,2004,1885
"13162",1,1,298,368,197,2007,2714
"13163",1,1,360,390,0,2007,2805
"13164",1,2,362,347,201,0,0
"13165",1,2,367,0,271,2005,0
"13166",1,1,314,0,196,2006,1974
"13167",1,2,390,0,263,2009,2426
"13168",2,2,355,0,0,2004,2597
"13169",2,2,300,0,180,2003,0
"13170",1,1,368,291,0,2006,1914
"13171",1,1,368,374,0,0,2185
"13172",1,2,0,0,0,2007,2674
"13173",1,1,291,349,0,2005,2514
"13174",1,2,315,0,257,2008,1887
"13175",1,2,314,298,0,2007,52491
"13176",1,1,314,344,324,2008,2779
"13177",1,1,329,0,226,2006,50285
"13178",1,1,298,0,0,2006,2561
"13179",1,2,366,0,279,2006,2839
"13180",1,1,367,0,273,2009,1887
"13181",1,1,298,381,0,2007,2674
"13182",1,0,0,0,0,0,0
"13183",1,1,292,383,0,2007,50165
"13184",1,2,317,0,135,2008,1608
"13185",1,1,314,298,0,2007,1726
"13186",1,1,0,0,0,2007,50058
"13187",5,2,382,0,0,0,51512
"13188",1,2,351,357,0,2009,1604
"13189",1,1,355,344,261,2009,2702
"13190",1,1,0,0,268,2009,2191
"13191",1,2,340,367,0,2007,2209
"13192",1,1,348,0,0,2007,3118
"13193",1,1,292,0,0,2005,1849
"13194",1,2,306,0,284,2008,1885
"13195",1,1,368,355,0,2008,2272
"13196",1,1,292,0,0,2006,3029
"13197",2,2,381,357,0,0,56639
"13198",1,2,360,0,0,2007,0
"13199",1,2,0,0,358,2009,1355
"13200",1,1,0,0,274,2009,2871
"13201",1,2,314,0,275,2008,1595
"13202",2,2,319,298,0,2003,2868
"13203",1,1,314,0,0,2006,2558
"13204",1,2,0,0,263,2009,2303
"13205",1,1,368,0,0,2007,2926
"13206",1,1,330,307,0,2007,50112
"13207",1,1,317,377,0,0,2561
"13208",1,2,0,0,0,0,3057
"13209",1,1,351,0,270,2009,2734
"13210",5,0,335,0,339,0,0
"13211",1,2,291,331,0,2006,1697
"13212",1,2,329,368,336,2007,1272
"13213",1,1,355,390,0,2007,52401
"13214",1,1,291,0,0,0,60141
"13215",2,2,319,0,0,2003,2618
"13216",1,1,355,340,0,2006,1912
"13217",1,2,298,341,0,2004,1473
"13218",1,2,336,0,0,2007,4031
"13219",1,2,315,0,0,2007,2381
"13220",1,2,317,391,0,2006,2205
"13221",1,1,360,0,0,2005,0
"13222",1,2,315,0,0,2007,2375
"13223",2,1,360,0,0,2005,2667
"13224",2,2,355,382,0,2005,1649
"13225",2,0,364,0,0,2005,1544
"13226",1,1,0,0,0,0,1744
"13227",1,2,314,298,0,2006,2663
"13228",1,1,369,382,0,0,1734
"13229",1,1,298,306,267,2009,1594
"13230",2,2,293,0,0,2005,50054
"13231",5,2,308,352,0,2008,5477
"13232",5,2,351,0,0,0,0
"13233",1,2,367,361,272,2004,1518
"13234",1,1,367,374,313,2006,3080
"13235",1,2,355,365,323,2006,2830
"13236",1,2,315,0,259,2009,17636
"13237",1,1,382,355,0,2008,3004
"13238",2,1,314,386,0,2004,1913
"13239",1,0,0,0,0,0,0
"13240",1,2,0,0,0,0,0
"13241",1,0,0,0,0,0,0
"13242",1,2,375,333,0,2007,0
"13243",1,1,355,0,0,2009,1697
"13244",1,1,0,0,273,2009,2275
"13245",1,2,319,0,137,2008,1654
"13246",1,1,316,0,0,0,2767
"13247",1,2,316,0,0,2008,0
"13248",1,0,296,348,0,2006,0
"13249",1,1,291,379,0,2006,1611
"13250",1,0,355,0,323,2008,2201
"13251",1,1,362,386,0,2007,2587
"13252",1,0,0,0,0,0,0
"13253",1,1,310,341,0,2006,1612
"13254",1,1,0,0,0,2008,2700
"13255",1,2,368,333,0,2006,0
"13256",1,1,367,0,273,2009,2668
"13257",1,1,291,311,0,2007,2443
"13258",1,2,327,0,0,2008,0
"13259",1,1,337,298,0,2006,1389
"13260",1,1,295,0,0,2008,1603
"13261",1,0,0,0,0,0,0
"13262",1,1,363,0,0,2006,0
"13263",1,2,387,0,338,2007,2839
"13264",1,1,368,386,0,2006,50257
"13265",1,1,366,389,0,2007,2611
"13266",1,1,292,302,0,2008,2083
"13267",1,2,336,355,262,2009,2221
"13268",1,2,300,0,266,2008,2463
"13269",1,1,343,368,190,2006,2678
"13270",1,2,306,0,0,2005,2075
"13271",1,2,390,355,0,2008,2204
"13272",1,1,353,368,0,2008,2753
"13273",1,2,341,0,135,2008,1725
"13274",1,0,367,0,0,2006,1608
"13275",1,1,325,373,0,2008,2782
"13276",1,2,298,0,0,0,0
"13277",1,2,340,381,0,2005,4551
"13278",2,2,366,383,0,2004,51125
"13279",5,1,393,0,0,2006,2836
"13280",1,1,0,0,0,0,2561
"13281",1,2,298,391,0,2008,2655
"13282",1,1,375,0,0,2007,1946
"13283",1,1,329,0,0,2007,50091
"13284",1,2,314,298,265,2005,1764
"13285",1,1,362,0,0,2007,1824
"13286",1,0,0,0,0,0,0
"13287",1,1,360,0,193,2006,2780
"13288",1,1,355,0,263,2009,2997
"13289",1,1,350,0,273,2009,2152
"13290",2,2,303,340,0,2005,2665
"13291",1,1,382,346,0,2010,0
"13292",2,1,368,389,345,2005,24278
"13293",2,2,355,0,0,0,2813
"13294",1,0,0,0,0,0,0
"13295",2,1,350,367,0,2004,1634
"13296",5,2,368,0,0,0,1384
"13297",1,2,317,366,261,2009,0
"13298",1,1,355,0,0,2007,1933
"13299",1,2,378,314,0,2005,0
"13300",1,1,358,332,0,2007,1878
"13301",1,2,319,298,311,2008,2972
"13302",1,1,341,0,0,2007,2275
"13303",1,1,314,338,0,2007,2433
"13304",1,1,297,365,0,2006,26798
"13305",5,0,340,0,0,0,2849
"13306",1,1,368,0,328,2008,2396
"13307",1,1,329,385,0,2009,2820
"13308",1,2,355,0,0,2006,2665
"13309",1,1,0,0,257,2009,9580
"13310",2,1,332,375,0,2005,1909
"13311",1,2,327,326,0,2005,1803
"13312",1,1,0,0,274,2009,2041
"13313",2,0,355,0,0,2005,2702
"13314",1,1,298,0,0,2006,2460
"13315",2,0,355,0,0,2004,0
"13316",1,1,301,0,219,2007,2191
"13317",1,2,352,0,0,2008,1649
"13318",1,2,316,319,256,2008,2674
"13319",1,2,298,355,0,2006,2702
"13320",1,1,355,377,0,0,1384
"13321",1,1,385,357,0,2009,20631
"13322",2,1,367,379,197,2004,1606
"13323",1,1,307,0,199,2005,2495
"13324",1,2,315,298,323,2008,1511
"13325",2,2,319,0,0,2005,2054
"13326",1,2,323,298,362,2008,2805
"13327",1,2,0,0,0,2007,2561
"13328",1,2,329,291,0,2006,50153
"13329",1,2,317,0,0,2007,2753
"13330",1,1,368,0,0,2008,2209
"13331",1,1,348,374,341,2006,0
"13332",1,1,356,390,268,2009,1603
"13333",1,2,298,314,312,2008,1774
"13334",1,2,298,0,0,2007,1734
"13335",2,2,352,308,130,2002,1803
"13336",1,2,314,348,0,2006,1714
"13337",1,1,292,0,137,2004,50633
"13338",1,1,292,0,0,2007,50736
"13339",1,2,355,368,259,2009,50353
"13340",1,2,0,0,0,2005,0
"13341",1,2,294,0,0,0,0
"13342",1,1,387,0,138,2007,2071
"13343",1,0,0,0,0,0,0
"13344",1,2,306,308,0,0,50529
"13345",1,2,367,391,324,2007,52401
"13346",2,1,368,0,199,2004,2608
"13347",1,2,319,0,142,0,50858
"13348",1,1,314,298,199,2008,1800
"13349",1,1,298,377,0,2005,50521
"13350",1,1,0,0,0,0,0
"13351",1,2,319,0,268,2009,2670
"13352",1,2,0,0,135,2004,2665
"13353",1,1,382,0,0,2008,2026
"13354",1,1,329,340,358,2008,2405
"13355",2,1,314,298,0,2005,2291
"13356",1,1,300,0,0,2008,50225
"13357",1,0,0,0,0,0,0
"13358",1,0,355,0,351,2006,2954
"13359",2,2,298,0,0,2004,0
"13360",5,2,317,0,0,0,0
"13361",1,1,329,0,0,2007,1421
"13362",1,2,0,0,0,2008,2381
"13363",1,2,0,0,309,2010,2749
"13364",1,1,291,0,317,2008,52941
"13365",1,0,298,0,0,0,2201
"13366",1,2,0,0,0,2008,1738
"13367",1,2,329,0,0,2006,1887
"13368",1,0,0,0,0,0,0
"13369",1,1,355,368,257,2009,50864
"13370",1,2,292,0,264,2009,2670
"13371",1,1,300,0,0,0,2287
"13372",1,1,382,341,0,2006,2889
"13373",5,2,351,0,214,2001,17584
"13374",1,0,0,0,0,0,0
"13375",1,2,0,0,271,0,1887
"13376",1,1,298,0,0,2005,2355
"13377",1,1,292,0,270,2009,2277
"13378",2,1,341,0,131,2004,1289
"13379",1,1,312,341,0,2005,0
"13380",1,1,332,367,0,0,1384
"13381",1,1,366,382,206,2006,2686
"13382",1,2,294,383,0,2006,50643
"13383",1,1,298,314,268,2009,1380
"13384",1,2,333,371,0,2008,2054
"13385",1,2,314,0,0,2005,1850
"13386",1,2,351,0,0,2006,2597
"13387",1,2,365,0,256,2009,50750
"13388",1,2,306,308,0,0,0
"13389",1,2,317,0,0,2009,2193
"13390",1,1,375,0,0,2007,2207
"13391",1,1,298,390,234,2008,3080
"13392",5,0,313,0,0,0,50927
"13393",5,2,0,0,0,2005,0
"13394",4,2,367,379,0,2008,2097
"13395",1,2,337,329,0,2010,52347
"13396",1,2,298,342,268,2009,0
"13397",1,1,311,0,269,2009,0
"13398",1,0,306,0,0,0,2596
"13399",1,2,0,0,272,2008,2322
"13400",1,1,319,0,0,0,0
"13401",1,0,0,0,0,0,0
"13402",1,1,315,0,272,2009,50526
"13403",1,1,366,329,0,0,50105
"13404",2,2,319,0,0,2004,1503
"13405",1,2,298,367,0,2009,2561
"13406",1,0,0,0,0,0,0
"13407",1,2,377,348,0,0,1384
"13408",1,1,355,0,0,2005,0
"13409",1,2,353,329,340,2006,24410
"13410",1,1,332,291,217,0,2900
"13411",1,2,0,0,257,2009,52707
"13412",1,0,0,0,0,0,0
"13413",1,1,0,0,0,2008,2609
"13414",2,2,298,0,0,2001,0
"13415",1,0,0,0,0,2005,0
"13416",1,2,390,0,272,2009,1963
"13417",1,1,371,294,0,2008,2291
"13418",1,2,319,0,323,2007,3058
"13419",1,2,0,0,0,2009,2248
"13420",1,2,329,371,327,2008,1333
"13421",1,2,329,0,0,0,0
"13422",1,1,368,350,140,0,1466
"13423",1,2,292,383,0,2006,0
"13424",1,2,367,0,0,2006,2803
"13425",1,1,367,343,0,2007,1587
"13426",1,2,353,360,0,2008,50054
"13427",1,1,355,362,193,2010,0
"13428",1,1,317,0,345,2006,2182
"13429",1,2,319,0,0,2006,1594
"13430",1,2,297,0,0,2007,3088
"13431",1,2,0,0,260,2009,1320
"13432",2,0,355,296,0,0,0
"13433",1,1,314,298,256,2009,2868
"13434",1,1,367,348,323,2008,50107
"13435",1,1,350,293,267,2008,1382
"13436",1,1,368,0,217,2006,2688
"13437",1,2,329,379,358,2006,1701
"13438",1,1,382,0,0,2006,2702
"13439",1,2,381,334,139,2008,0
"13440",1,1,355,368,0,2007,51005
"13441",1,2,390,298,260,2009,2788
"13442",1,1,352,0,0,2007,1734
"13443",2,1,355,0,0,0,53513
"13444",1,2,337,383,0,2006,2665
"13445",1,2,314,386,0,2006,1433
"13446",5,0,349,0,0,0,20610
"13447",1,1,298,329,0,2007,1725
"13448",1,2,0,0,0,2008,51292
"13449",1,1,332,362,0,2008,2398
"13450",1,1,370,334,0,2007,18107
"13451",2,1,362,299,0,2005,0
"13452",2,2,352,0,0,2002,0
"13453",1,2,355,365,269,2009,0
"13454",1,2,323,0,0,2006,2869
"13455",1,1,327,352,0,2005,2191
"13456",1,0,0,0,0,0,0
"13457",2,1,374,368,0,2005,1942
"13458",1,2,382,374,257,2008,1940
"13459",1,2,333,298,0,2005,0
"13460",1,1,382,0,0,2008,2618
"13461",2,2,385,367,0,2005,0
"13462",1,2,316,0,257,2009,2248
"13463",2,2,340,386,0,2005,1747
"13464",1,1,0,0,0,2008,15814
"13465",1,1,368,342,0,2007,50975
"13466",1,2,306,329,0,2005,0
"13467",1,1,291,341,323,2008,1933
"13468",1,1,355,0,323,2007,2271
"13469",2,1,341,0,0,2004,2233
"13470",1,2,327,0,270,2008,0
"13471",1,2,340,386,176,2007,1456
"13472",1,1,291,340,145,2007,1608
"13473",1,2,0,0,260,2009,1596
"13474",1,2,0,0,0,0,0
"13475",1,1,367,371,0,2007,2514
"13476",1,1,0,0,358,2008,3044
"13477",1,1,367,0,0,2006,0
"13478",1,2,367,0,0,2007,0
